score,at,content,tokens,tokens_nostop,stemmed,final_text,sentiment_label,sentiment_score
1,2025 05 15 18 44 31,saya terkena orderan fiktif cod entah orang iseng atau dari kurir penjual saya laporan lewat apk tapi tidak ada tindak lanjut yang jelas dari aplikasi beberapa kali terkena masalah tapi tidak ada tindak lanjut payah,"['saya', 'terkena', 'orderan', 'fiktif', 'cod', 'entah', 'orang', 'iseng', 'atau', 'dari', 'kurir', 'penjual', 'saya', 'laporan', 'lewat', 'apk', 'tapi', 'tidak', 'ada', 'tindak', 'lanjut', 'yang', 'jelas', 'dari', 'aplikasi', 'beberapa', 'kali', 'terkena', 'masalah', 'tapi', 'tidak', 'ada', 'tindak', 'lanjut', 'payah']","['terkena', 'orderan', 'laporan', 'terkena']","['kena', 'order', 'lapor', 'kena']",kena order lapor kena,neutral,0.8965864181518555
2,2025 05 15 18 16 42,alhamdulillah semenjak ada biaya penanganan biaya cod dll sekarang harga di toko offline jadi lebih murah dari pada di shopee bye bye shopee,"['alhamdulillah', 'semenjak', 'ada', 'biaya', 'penanganan', 'biaya', 'cod', 'dll', 'sekarang', 'harga', 'di', 'toko', 'offline', 'jadi', 'lebih', 'murah', 'dari', 'pada', 'di', 'shopee', 'bye', 'bye', 'shopee']","['biaya', 'penanganan', 'biaya']","['biaya', 'tangan', 'biaya']",biaya tangan biaya,negative,0.5744972229003906
5,2025 05 15 17 54 45,belanja mudah tidak perlu keluar rumah bisa cod barang yg dikirim sesuai pesanan,"['belanja', 'mudah', 'tidak', 'perlu', 'keluar', 'rumah', 'bisa', 'cod', 'barang', 'yg', 'dikirim', 'sesuai', 'pesanan']","['belanja', 'dikirim']","['belanja', 'kirim']",belanja kirim,positive,0.995724081993103
3,2025 05 15 17 36 15,ok sih tapi kalo gak cod paket ny langsung gk diantar dan main pulang kan sepuasnya dan mau aja di bawa mutar,"['ok', 'sih', 'tapi', 'kalo', 'gak', 'cod', 'paket', 'ny', 'langsung', 'gk', 'diantar', 'dan', 'main', 'pulang', 'kan', 'sepuasnya', 'dan', 'mau', 'aja', 'di', 'bawa', 'mutar']","['diantar', 'sepuasnya', 'bawa', 'mutar']","['antar', 'puas', 'bawa', 'mutar']",antar puas bawa mutar,positive,0.8899732232093811
2,2025 05 15 16 50 23,gmna sih kok sistem cod gk bisa dan bahkan gk ada,"['gmna', 'sih', 'kok', 'sistem', 'cod', 'gk', 'bisa', 'dan', 'bahkan', 'gk', 'ada']",[],[],,ERROR,0.0
1,2025 05 15 16 16 11,saya tidak bisa cod padahal akun baru hp baru tolong di perbaiki,"['saya', 'tidak', 'bisa', 'cod', 'padahal', 'akun', 'baru', 'hp', 'baru', 'tolong', 'di', 'perbaiki']",[],[],,ERROR,0.0
1,2025 05 15 15 33 22,pas mau beli barang di akun ku ga bisa cod tapi pas make akun temen kok bisa dan mau bayar lewat bank permata pun gagal terus tolong perbaiki lagi makin lama make akunnya makin mahal tolong perbaiki segera dan kembalikan jnt,"['pas', 'mau', 'beli', 'barang', 'di', 'akun', 'ku', 'ga', 'bisa', 'cod', 'tapi', 'pas', 'make', 'akun', 'temen', 'kok', 'bisa', 'dan', 'mau', 'bayar', 'lewat', 'bank', 'permata', 'pun', 'gagal', 'terus', 'tolong', 'perbaiki', 'lagi', 'makin', 'lama', 'make', 'akunnya', 'makin', 'mahal', 'tolong', 'perbaiki', 'segera', 'dan', 'kembalikan', 'jnt']","['permata', 'akunnya', 'kembalikan', 'jnt']","['permata', 'akun', 'kembali', 'jnt']",permata akun kembali jnt,neutral,0.9493500590324402
5,2025 05 15 11 12 36,saya punya sedikit saran yang mungkin berguna untuk yang sering bayar via aplikasi tolong untuk pihak shopee untuk menyediakan pembayaran lewat apk dana saya sangat membutuhkannya untuk membeli ponsel laptop karena di tempat saya sangat jarang ada cod barang tersebut terima kasih,"['saya', 'punya', 'sedikit', 'saran', 'yang', 'mungkin', 'berguna', 'untuk', 'yang', 'sering', 'bayar', 'via', 'aplikasi', 'tolong', 'untuk', 'pihak', 'shopee', 'untuk', 'menyediakan', 'pembayaran', 'lewat', 'apk', 'dana', 'saya', 'sangat', 'membutuhkannya', 'untuk', 'membeli', 'ponsel', 'laptop', 'karena', 'di', 'tempat', 'saya', 'sangat', 'jarang', 'ada', 'cod', 'barang', 'tersebut', 'terima', 'kasih']","['berguna', 'menyediakan', 'membutuhkannya', 'membeli', 'ponsel', 'laptop']","['guna', 'sedia', 'butuh', 'beli', 'ponsel', 'laptop']",guna sedia butuh beli ponsel laptop,neutral,0.9982591271400452
5,2025 05 15 10 14 56,mantap shopi sekarang karena gak pake jnt lagi buat kurir spx mohon diinstruksikan paket cod harus antar sampe rumah bukan ditempat dia mangkal,"['mantap', 'shopi', 'sekarang', 'karena', 'gak', 'pake', 'jnt', 'lagi', 'buat', 'kurir', 'spx', 'mohon', 'diinstruksikan', 'paket', 'cod', 'harus', 'antar', 'sampe', 'rumah', 'bukan', 'ditempat', 'dia', 'mangkal']","['jnt', 'diinstruksikan', 'ditempat', 'mangkal']","['jnt', 'instruksi', 'tempat', 'mangkal']",jnt instruksi tempat mangkal,negative,0.5092864632606506
3,2025 05 15 09 59 25,hallo shopee sebagai pelanggan shopee yang sangat lama saya kecewa kenapa pembayaran cod saya dinonaktifkan sudah chat cs shopee katanya karena ada pengiriman yg gagal karena saya tolak padahal saya merasa tdk pernah menolak pesanan saya jangankan saya tolak bahkan status pesanan belum sampai kota tujuan tiba status pesanan melewati rute yg berbeda dari biasanya dan beberapa hari tdk ada ubdate pesanan tiba status pesanan dibatalkan dan status pembatalan diminta oleh shopee sendiri kenapa,"['hallo', 'shopee', 'sebagai', 'pelanggan', 'shopee', 'yang', 'sangat', 'lama', 'saya', 'kecewa', 'kenapa', 'pembayaran', 'cod', 'saya', 'dinonaktifkan', 'sudah', 'chat', 'cs', 'shopee', 'katanya', 'karena', 'ada', 'pengiriman', 'yg', 'gagal', 'karena', 'saya', 'tolak', 'padahal', 'saya', 'merasa', 'tdk', 'pernah', 'menolak', 'pesanan', 'saya', 'jangankan', 'saya', 'tolak', 'bahkan', 'status', 'pesanan', 'belum', 'sampai', 'kota', 'tujuan', 'tiba', 'status', 'pesanan', 'melewati', 'rute', 'yg', 'berbeda', 'dari', 'biasanya', 'dan', 'beberapa', 'hari', 'tdk', 'ada', 'ubdate', 'pesanan', 'tiba', 'status', 'pesanan', 'dibatalkan', 'dan', 'status', 'pembatalan', 'diminta', 'oleh', 'shopee', 'sendiri', 'kenapa']","['pelanggan', 'dinonaktifkan', 'menolak', 'tujuan', 'melewati', 'berbeda', 'ubdate', 'dibatalkan', 'pembatalan']","['langgan', 'nonaktif', 'tolak', 'tuju', 'lewat', 'beda', 'ubdate', 'batal', 'batal']",langgan nonaktif tolak tuju lewat beda ubdate batal batal,neutral,0.9980888962745667
5,2025 05 15 07 10 18,akun saya gak bisa cod lagi padahal semua pesanan cod diterima sedih,"['akun', 'saya', 'gak', 'bisa', 'cod', 'lagi', 'padahal', 'semua', 'pesanan', 'cod', 'diterima', 'sedih']",['diterima'],['terima'],terima,positive,0.998374342918396
5,2025 05 15 06 30 27,aplikasi shopee ini sangat membantu sekali karena lokasi aku jauh dari perkotaan dengan adanya shopee jadi terasa dekat dengan toko toko online yang di butuhkan dan semoga shopee terus lancar dan ditingkat kan lagi berbagai kemudahan promosi potongan ongkir dan diskon diskon nb di usahakan untuk beli cash di online barang harus segera di kirim soalnya yang sering aku alami kalau beli cod barang cepat datangnya tapi kalau beli cash barang telat datang nya itu saja terimakasih,"['aplikasi', 'shopee', 'ini', 'sangat', 'membantu', 'sekali', 'karena', 'lokasi', 'aku', 'jauh', 'dari', 'perkotaan', 'dengan', 'adanya', 'shopee', 'jadi', 'terasa', 'dekat', 'dengan', 'toko', 'toko', 'online', 'yang', 'di', 'butuhkan', 'dan', 'semoga', 'shopee', 'terus', 'lancar', 'dan', 'ditingkat', 'kan', 'lagi', 'berbagai', 'kemudahan', 'promosi', 'potongan', 'ongkir', 'dan', 'diskon', 'diskon', 'nb', 'di', 'usahakan', 'untuk', 'beli', 'cash', 'di', 'online', 'barang', 'harus', 'segera', 'di', 'kirim', 'soalnya', 'yang', 'sering', 'aku', 'alami', 'kalau', 'beli', 'cod', 'barang', 'cepat', 'datangnya', 'tapi', 'kalau', 'beli', 'cash', 'barang', 'telat', 'datang', 'nya', 'itu', 'saja', 'terimakasih']","['membantu', 'perkotaan', 'butuhkan', 'ditingkat', 'kemudahan', 'potongan', 'nb', 'usahakan', 'alami', 'datangnya']","['bantu', 'kota', 'butuh', 'tingkat', 'mudah', 'potong', 'nb', 'usaha', 'alami', 'datang']",bantu kota butuh tingkat mudah potong nb usaha alami datang,positive,0.4756258428096771
5,2025 05 15 05 41 33,saya baru merasakan belanja di shopee biasanya saya belanja di toko online lain ternyata di shopee ga ribet mudah dan banyak keuntungannya seperti mudah cod bisa cod buka dulu ada gratis ongkir serta banyak diskon dan potongan harga packing yang rapih pengiriman yang tepat waktu bahkan lebih cepat dari estimasi waktunya kurirnya pun ramah dan sopan sukses selalu buat shopee dan semuanya ya,"['saya', 'baru', 'merasakan', 'belanja', 'di', 'shopee', 'biasanya', 'saya', 'belanja', 'di', 'toko', 'online', 'lain', 'ternyata', 'di', 'shopee', 'ga', 'ribet', 'mudah', 'dan', 'banyak', 'keuntungannya', 'seperti', 'mudah', 'cod', 'bisa', 'cod', 'buka', 'dulu', 'ada', 'gratis', 'ongkir', 'serta', 'banyak', 'diskon', 'dan', 'potongan', 'harga', 'packing', 'yang', 'rapih', 'pengiriman', 'yang', 'tepat', 'waktu', 'bahkan', 'lebih', 'cepat', 'dari', 'estimasi', 'waktunya', 'kurirnya', 'pun', 'ramah', 'dan', 'sopan', 'sukses', 'selalu', 'buat', 'shopee', 'dan', 'semuanya', 'ya']","['merasakan', 'belanja', 'belanja', 'keuntungannya', 'potongan', 'packing', 'kurirnya', 'ramah']","['rasa', 'belanja', 'belanja', 'untung', 'potong', 'packing', 'kurir', 'ramah']",rasa belanja belanja untung potong packing kurir ramah,positive,0.996263325214386
1,2025 05 14 21 19 54,aneh banget ni aplikasi nyuruh scan barcode buat verifikasi data lhah barcodenya gaboleh di screenshot ribet amat mana gaada hp lain lagi,"['aneh', 'banget', 'ni', 'aplikasi', 'nyuruh', 'scan', 'barcode', 'buat', 'verifikasi', 'data', 'lhah', 'barcodenya', 'gaboleh', 'di', 'screenshot', 'ribet', 'amat', 'mana', 'gaada', 'hp', 'lain', 'lagi']","['lhah', 'barcodenya', 'screenshot']","['lhah', 'barcodenya', 'screenshot']",lhah barcodenya screenshot,negative,0.9936503767967224
1,2025 05 14 20 25 23,aku hapus shopee nya karena semua barang yang mau saya pesan tidak bisa pakek fitur cod,"['aku', 'hapus', 'shopee', 'nya', 'karena', 'semua', 'barang', 'yang', 'mau', 'saya', 'pesan', 'tidak', 'bisa', 'pakek', 'fitur', 'cod']",[],[],,ERROR,0.0
1,2025 05 14 20 20 48,kenapa sekarang tdk bisa cod lgi banyak yang udah ngak pake aplikasih ini karena tdk bisa cod,"['kenapa', 'sekarang', 'tdk', 'bisa', 'cod', 'lgi', 'banyak', 'yang', 'udah', 'ngak', 'pake', 'aplikasih', 'ini', 'karena', 'tdk', 'bisa', 'cod']",['aplikasih'],['aplikasih'],aplikasih,positive,0.9948851466178894
5,2025 05 14 19 22 19,oke sih lebih simpel daripada harus belanja diluar ada sistem cod cek dulu juga jadi lumayan tenang kalau pas dapat paket yang tidak sesuai bisa pengembalian barang dan dana gratis juga the best shopeee oke bangett,"['oke', 'sih', 'lebih', 'simpel', 'daripada', 'harus', 'belanja', 'diluar', 'ada', 'sistem', 'cod', 'cek', 'dulu', 'juga', 'jadi', 'lumayan', 'tenang', 'kalau', 'pas', 'dapat', 'paket', 'yang', 'tidak', 'sesuai', 'bisa', 'pengembalian', 'barang', 'dan', 'dana', 'gratis', 'juga', 'the', 'best', 'shopeee', 'oke', 'bangett']","['belanja', 'diluar', 'tenang']","['belanja', 'luar', 'tenang']",belanja luar tenang,positive,0.9988173842430115
5,2025 05 14 18 57 09,alhamdulillah selalu lancar dalam cod pesanan cpt sampe dan sesuai,"['alhamdulillah', 'selalu', 'lancar', 'dalam', 'cod', 'pesanan', 'cpt', 'sampe', 'dan', 'sesuai']",[],[],,ERROR,0.0
4,2025 05 14 18 53 11,kenapa pembayaran via cod di hp saya tidak ada ya,"['kenapa', 'pembayaran', 'via', 'cod', 'di', 'hp', 'saya', 'tidak', 'ada', 'ya']",[],[],,ERROR,0.0
5,2025 05 14 17 32 31,belanja dengan mudah lengkap bisa cod,"['belanja', 'dengan', 'mudah', 'lengkap', 'bisa', 'cod']",['belanja'],['belanja'],belanja,positive,0.9974477291107178
5,2025 05 14 14 14 20,sangat bagus untuk berbelanja di shopee karna selalu dapat chasback dan lainnya kalo cod pun juga gratis ongkir,"['sangat', 'bagus', 'untuk', 'berbelanja', 'di', 'shopee', 'karna', 'selalu', 'dapat', 'chasback', 'dan', 'lainnya', 'kalo', 'cod', 'pun', 'juga', 'gratis', 'ongkir']",['berbelanja'],['belanja'],belanja,positive,0.9974477291107178
3,2025 05 14 13 50 13,saya kecewa kemaren saya beli barang bayar langsung pakai shopeepay pesanan saya batalkan namun pengembalian dana hanya terkonfirmasi sudah kembali tapi saldo saya masih utuh tidak ada pengembalian dana walau pun jumlahnya kecil pengalaman ini menjadikan saya sadar banyak kekurangan di marketplace shopee sekarang juga banyak toko tidak menyediakan bayar cod membuat aplikasi ini akan semakin menyulitkan,"['saya', 'kecewa', 'kemaren', 'saya', 'beli', 'barang', 'bayar', 'langsung', 'pakai', 'shopeepay', 'pesanan', 'saya', 'batalkan', 'namun', 'pengembalian', 'dana', 'hanya', 'terkonfirmasi', 'sudah', 'kembali', 'tapi', 'saldo', 'saya', 'masih', 'utuh', 'tidak', 'ada', 'pengembalian', 'dana', 'walau', 'pun', 'jumlahnya', 'kecil', 'pengalaman', 'ini', 'menjadikan', 'saya', 'sadar', 'banyak', 'kekurangan', 'di', 'marketplace', 'shopee', 'sekarang', 'juga', 'banyak', 'toko', 'tidak', 'menyediakan', 'bayar', 'cod', 'membuat', 'aplikasi', 'ini', 'akan', 'semakin', 'menyulitkan']","['terkonfirmasi', 'pengalaman', 'menjadikan', 'sadar', 'kekurangan', 'menyediakan', 'menyulitkan']","['konfirmasi', 'alam', 'jadi', 'sadar', 'kurang', 'sedia', 'sulit']",konfirmasi alam jadi sadar kurang sedia sulit,neutral,0.9750027656555176
1,2025 05 14 13 48 12,aneh knapa gk bisa buat cod padahal udh kasih alamat,"['aneh', 'knapa', 'gk', 'bisa', 'buat', 'cod', 'padahal', 'udh', 'kasih', 'alamat']",[],[],,ERROR,0.0
5,2025 05 14 13 02 48,terimakasih shopee dengan belanja online sya belanja jadi lebih mudah cod bayar di tempat truz dapat grtis ongkir semoga makin sukses shopee terimaksih,"['terimakasih', 'shopee', 'dengan', 'belanja', 'online', 'sya', 'belanja', 'jadi', 'lebih', 'mudah', 'cod', 'bayar', 'di', 'tempat', 'truz', 'dapat', 'grtis', 'ongkir', 'semoga', 'makin', 'sukses', 'shopee', 'terimaksih']","['belanja', 'belanja', 'truz']","['belanja', 'belanja', 'truz']",belanja belanja truz,positive,0.8803873658180237
4,2025 05 14 12 51 56,udah beberapa hari ini shope ndak bisa cod pdhal ndak pernah retur paket ada yg sama kah daerah kalimantan barat,"['udah', 'beberapa', 'hari', 'ini', 'shope', 'ndak', 'bisa', 'cod', 'pdhal', 'ndak', 'pernah', 'retur', 'paket', 'ada', 'yg', 'sama', 'kah', 'daerah', 'kalimantan', 'barat']",['barat'],['barat'],barat,negative,0.9689285159111023
5,2025 05 14 12 40 47,belanja jd makin mudah apa lg bsa cod an smoga kedepanya mkin mantap lagi aplikasi ini,"['belanja', 'jd', 'makin', 'mudah', 'apa', 'lg', 'bsa', 'cod', 'an', 'smoga', 'kedepanya', 'mkin', 'mantap', 'lagi', 'aplikasi', 'ini']","['belanja', 'kedepanya']","['belanja', 'depa']",belanja depa,neutral,0.8931757807731628
1,2025 05 14 11 23 54,kenapa skrang gak bisa cod ke tempat ku padahal kemarin bisa gk pernah menolak ketika barang sampai bahkan gak sesuai pun aku bayar dan trima,"['kenapa', 'skrang', 'gak', 'bisa', 'cod', 'ke', 'tempat', 'ku', 'padahal', 'kemarin', 'bisa', 'gk', 'pernah', 'menolak', 'ketika', 'barang', 'sampai', 'bahkan', 'gak', 'sesuai', 'pun', 'aku', 'bayar', 'dan', 'trima']",['menolak'],['tolak'],tolak,negative,0.7883692383766174
5,2025 05 14 11 22 55,saya memang suka shopee tapi paling gak suka banyak cod cek dulu nya,"['saya', 'memang', 'suka', 'shopee', 'tapi', 'paling', 'gak', 'suka', 'banyak', 'cod', 'cek', 'dulu', 'nya']",[],[],,ERROR,0.0
1,2025 05 13 22 19 55,kayaknya shope sudah bangkrut soalnya sudah gak ada cod lagi,"['kayaknya', 'shope', 'sudah', 'bangkrut', 'soalnya', 'sudah', 'gak', 'ada', 'cod', 'lagi']",['bangkrut'],['bangkrut'],bangkrut,negative,0.9987356066703796
5,2025 05 13 21 05 40,belanja di sini menyenangkan tapi sy agak kecewa skrg sya gak bisa bayar secara cod,"['belanja', 'di', 'sini', 'menyenangkan', 'tapi', 'sy', 'agak', 'kecewa', 'skrg', 'sya', 'gak', 'bisa', 'bayar', 'secara', 'cod']","['belanja', 'menyenangkan']","['belanja', 'senang']",belanja senang,positive,0.9990536570549011
1,2025 05 13 19 41 40,kenapa shope saya untuk cod ga bisa ya,"['kenapa', 'shope', 'saya', 'untuk', 'cod', 'ga', 'bisa', 'ya']",[],[],,ERROR,0.0
5,2025 05 13 18 25 13,sejauh ini paket pengiriman cod saya selalu sesuai harapan semoga kedepannya makin ditingkatkan pelayanannya pada kustomer sehingga makin meningkatkan kepercayaan pelanggan,"['sejauh', 'ini', 'paket', 'pengiriman', 'cod', 'saya', 'selalu', 'sesuai', 'harapan', 'semoga', 'kedepannya', 'makin', 'ditingkatkan', 'pelayanannya', 'pada', 'kustomer', 'sehingga', 'makin', 'meningkatkan', 'kepercayaan', 'pelanggan']","['harapan', 'kedepannya', 'ditingkatkan', 'pelayanannya', 'kustomer', 'meningkatkan', 'kepercayaan', 'pelanggan']","['harap', 'depan', 'tingkat', 'layan', 'kustomer', 'tingkat', 'percaya', 'langgan']",harap depan tingkat layan kustomer tingkat percaya langgan,neutral,0.9849532842636108
2,2025 05 13 18 19 48,tidak bisa cod,"['tidak', 'bisa', 'cod']",[],[],,ERROR,0.0
1,2025 05 13 18 16 43,kenapa shopeee ku skrng gabisa fitur cod lagiii padahal sebelumnya bisaaaaa kesel banget dehhh katanya alamat anda tidak mendukung cod padahal belum pernah retur pesanan dan udah ganti account baru juga gitu tolong ya minn udah pusing banget karena kalo metode yang lainnya masih raguu,"['kenapa', 'shopeee', 'ku', 'skrng', 'gabisa', 'fitur', 'cod', 'lagiii', 'padahal', 'sebelumnya', 'bisaaaaa', 'kesel', 'banget', 'dehhh', 'katanya', 'alamat', 'anda', 'tidak', 'mendukung', 'cod', 'padahal', 'belum', 'pernah', 'retur', 'pesanan', 'dan', 'udah', 'ganti', 'account', 'baru', 'juga', 'gitu', 'tolong', 'ya', 'minn', 'udah', 'pusing', 'banget', 'karena', 'kalo', 'metode', 'yang', 'lainnya', 'masih', 'raguu']","['lagiii', 'bisaaaaa', 'mendukung', 'raguu']","['lagiii', 'bisaaaaa', 'dukung', 'raguu']",lagiii bisaaaaa dukung raguu,positive,0.509743869304657
2,2025 05 13 16 40 06,seharusnya ketika kurir sudah menerima barang itu nomer hp kurir ada sih biar bisa memberitahu kurir jika tidak ada di tempat terutama ketika membeli barang yg cod,"['seharusnya', 'ketika', 'kurir', 'sudah', 'menerima', 'barang', 'itu', 'nomer', 'hp', 'kurir', 'ada', 'sih', 'biar', 'bisa', 'memberitahu', 'kurir', 'jika', 'tidak', 'ada', 'di', 'tempat', 'terutama', 'ketika', 'membeli', 'barang', 'yg', 'cod']","['menerima', 'membeli']","['terima', 'beli']",terima beli,positive,0.9182533621788025
5,2025 05 13 13 31 46,respon cepat dan cod ama,"['respon', 'cepat', 'dan', 'cod', 'ama']",['ama'],['ama'],ama,positive,0.9686182737350464
5,2025 05 13 12 46 52,puas banget dg adanya shopee krn sangat membatu saya belanja tanpa hrs keluar rumah apalagi dg cod selalu ada info dlm pengiriman pesanan kurir ramah tepat waktu barang sesuai trima kasih shopee,"['puas', 'banget', 'dg', 'adanya', 'shopee', 'krn', 'sangat', 'membatu', 'saya', 'belanja', 'tanpa', 'hrs', 'keluar', 'rumah', 'apalagi', 'dg', 'cod', 'selalu', 'ada', 'info', 'dlm', 'pengiriman', 'pesanan', 'kurir', 'ramah', 'tepat', 'waktu', 'barang', 'sesuai', 'trima', 'kasih', 'shopee']","['membatu', 'belanja', 'info', 'ramah']","['batu', 'belanja', 'info', 'ramah']",batu belanja info ramah,positive,0.9932657480239868
1,2025 05 13 12 32 08,pengiriman melalui spx tidak bagus dan tidak nyaman dari pihak si pusat spx cirebon maksa untuk pembayaran diubah menjadi non cod sangat kecewa tolong pihak shoppe karyawannya di perbaiki lagi,"['pengiriman', 'melalui', 'spx', 'tidak', 'bagus', 'dan', 'tidak', 'nyaman', 'dari', 'pihak', 'si', 'pusat', 'spx', 'cirebon', 'maksa', 'untuk', 'pembayaran', 'diubah', 'menjadi', 'non', 'cod', 'sangat', 'kecewa', 'tolong', 'pihak', 'shoppe', 'karyawannya', 'di', 'perbaiki', 'lagi']","['diubah', 'shoppe', 'karyawannya']","['ubah', 'shoppe', 'karyawannya']",ubah shoppe karyawannya,negative,0.9906132221221924
5,2025 05 13 11 13 38,knp akun ku tiba ndk bisa cod,"['knp', 'akun', 'ku', 'tiba', 'ndk', 'bisa', 'cod']",[],[],,ERROR,0.0
3,2025 05 13 09 46 28,untuk pengiriman ke provinsi kalimantan barat kabupaten ketapang kecamatan tumbang titi ga bisa cod lagi kah padahal kemarin bisa cod sekarang ga bisa katanya alamat tidak mendukung cod,"['untuk', 'pengiriman', 'ke', 'provinsi', 'kalimantan', 'barat', 'kabupaten', 'ketapang', 'kecamatan', 'tumbang', 'titi', 'ga', 'bisa', 'cod', 'lagi', 'kah', 'padahal', 'kemarin', 'bisa', 'cod', 'sekarang', 'ga', 'bisa', 'katanya', 'alamat', 'tidak', 'mendukung', 'cod']","['barat', 'ketapang', 'kecamatan', 'tumbang', 'titi', 'mendukung']","['barat', 'ketapang', 'camat', 'tumbang', 'titi', 'dukung']",barat ketapang camat tumbang titi dukung,neutral,0.9959725737571716
1,2025 05 13 09 43 59,tidak bisa cod,"['tidak', 'bisa', 'cod']",[],[],,ERROR,0.0
5,2025 05 13 09 40 02,shopee cod siap kapan saja,"['shopee', 'cod', 'siap', 'kapan', 'saja']",[],[],,ERROR,0.0
3,2025 05 13 09 14 43,kenapa akun saya tidak bisa cod di semua produk tolong di jawab,"['kenapa', 'akun', 'saya', 'tidak', 'bisa', 'cod', 'di', 'semua', 'produk', 'tolong', 'di', 'jawab']",[],[],,ERROR,0.0
3,2025 05 13 08 56 34,sejauh ini shopee tempat belanja terbaik di online hanya saja pihak shopee tolong diatur ulang para karyawan kurir shopee yang kurang ajar dan nakal yang banyak menukar barang mempretel barang dan mengambil barang pesanan cod pecat dan atur ulang karna mempuat para konsumen malas belanja di shopee,"['sejauh', 'ini', 'shopee', 'tempat', 'belanja', 'terbaik', 'di', 'online', 'hanya', 'saja', 'pihak', 'shopee', 'tolong', 'diatur', 'ulang', 'para', 'karyawan', 'kurir', 'shopee', 'yang', 'kurang', 'ajar', 'dan', 'nakal', 'yang', 'banyak', 'menukar', 'barang', 'mempretel', 'barang', 'dan', 'mengambil', 'barang', 'pesanan', 'cod', 'pecat', 'dan', 'atur', 'ulang', 'karna', 'mempuat', 'para', 'konsumen', 'malas', 'belanja', 'di', 'shopee']","['belanja', 'terbaik', 'diatur', 'ajar', 'menukar', 'mempretel', 'mengambil', 'pecat', 'atur', 'mempuat', 'belanja']","['belanja', 'baik', 'atur', 'ajar', 'tukar', 'pretel', 'ambil', 'pecat', 'atur', 'mempuat', 'belanja']",belanja baik atur ajar tukar pretel ambil pecat atur mempuat belanja,neutral,0.9507160782814026
